case,tag,arm,total_tokens,relaxed_only_tokens,hesitation_total,hesitation_relaxed_only,wait_total,hmm_total,lets_total,actually_total,but_total,wait_relaxed_only,hmm_relaxed_only,lets_relaxed_only,actually_relaxed_only,but_relaxed_only
case_123,mentoredDec0p37,mentored_dec (α=0.37),674,29,6,0,0,0,2,0,4,0,0,0,0,0
case_123,rFuzzy0p3,r_fuzzy (α=0.3),720,116,6,3,0,0,0,1,5,0,0,0,1,2
case_123,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),840,129,5,0,0,0,2,0,3,0,0,0,0,0
case_123,specCascOpt0p05,spec_casc_opt (α=0.05),950,100,12,2,1,0,4,1,6,0,0,1,0,1
case_123,specCascTok0p3,spec_casc_tok (α=0.3),629,14,6,0,0,0,2,0,4,0,0,0,0,0
case_123,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),629,14,6,0,0,0,2,0,4,0,0,0,0,0
case_123,strict,strict,725,0,5,0,0,0,1,0,4,0,0,0,0,0
case_124,cactus0p25,cactus (α=0.25),1257,225,25,7,3,0,2,5,15,1,0,0,1,5
case_124,mentoredDec0p37,mentored_dec (α=0.37),1013,67,7,0,1,0,2,0,4,0,0,0,0,0
case_124,rFuzzy0p3,r_fuzzy (α=0.3),1111,205,26,6,4,0,3,1,18,0,0,0,0,6
case_124,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1858,341,32,0,8,0,3,3,18,0,0,0,0,0
case_124,specCascOpt0p05,spec_casc_opt (α=0.05),1193,138,16,3,2,1,0,3,10,0,1,0,0,2
case_124,specCascTok0p3,spec_casc_tok (α=0.3),669,13,7,0,0,0,1,0,6,0,0,0,0,0
case_124,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),669,13,7,0,0,0,1,0,6,0,0,0,0,0
case_124,strict,strict,651,0,4,0,0,0,1,0,3,0,0,0,0,0
case_125,cactus0p25,cactus (α=0.25),1249,135,6,2,0,0,1,0,5,0,0,0,0,2
case_125,mentoredDec0p37,mentored_dec (α=0.37),1072,42,7,1,0,0,3,0,4,0,0,0,0,1
case_125,rFuzzy0p3,r_fuzzy (α=0.3),1753,323,24,13,2,0,3,3,16,1,0,1,1,10
case_125,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2363,377,29,0,3,0,7,4,15,0,0,0,0,0
case_125,specCascOpt0p05,spec_casc_opt (α=0.05),2265,228,28,3,4,0,5,5,14,0,0,0,0,3
case_125,specCascTok0p3,spec_casc_tok (α=0.3),1235,29,11,1,1,0,2,1,7,0,0,0,0,1
case_125,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1136,21,8,0,1,0,0,1,6,0,0,0,0,0
case_125,strict,strict,1115,0,4,0,0,0,2,0,2,0,0,0,0,0
case_126,cactus0p25,cactus (α=0.25),1839,310,29,7,2,0,1,4,22,0,0,0,2,5
case_126,mentoredDec0p37,mentored_dec (α=0.37),1212,36,11,2,0,0,2,1,8,0,0,0,1,1
case_126,rFuzzy0p3,r_fuzzy (α=0.3),1220,221,19,7,1,0,3,2,13,1,0,0,0,6
case_126,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),3252,566,45,0,4,1,7,6,27,0,0,0,0,0
case_126,specCascOpt0p05,spec_casc_opt (α=0.05),1879,225,30,2,6,0,3,3,18,0,0,0,0,2
case_126,specCascTok0p3,spec_casc_tok (α=0.3),1694,44,31,1,0,0,6,2,23,0,0,0,0,1
case_126,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1130,28,13,0,1,0,0,1,11,0,0,0,0,0
case_126,strict,strict,1506,0,26,0,2,0,3,1,20,0,0,0,0,0
case_127,cactus0p25,cactus (α=0.25),2237,471,56,17,5,0,9,5,37,2,0,1,1,13
case_127,mentoredDec0p37,mentored_dec (α=0.37),1218,70,16,0,1,0,3,2,10,0,0,0,0,0
case_127,rFuzzy0p3,r_fuzzy (α=0.3),2427,328,47,11,4,0,5,5,33,1,0,2,1,7
case_127,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1286,213,19,0,2,0,3,8,6,0,0,0,0,0
case_127,specCascOpt0p05,spec_casc_opt (α=0.05),1448,125,17,2,2,0,6,1,8,0,0,0,0,2
case_127,specCascTok0p3,spec_casc_tok (α=0.3),694,14,10,0,1,0,3,2,4,0,0,0,0,0
case_127,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),694,14,10,0,1,0,3,2,4,0,0,0,0,0
case_127,strict,strict,727,0,10,0,1,0,1,1,7,0,0,0,0,0
case_128,cactus0p25,cactus (α=0.25),1662,245,28,8,3,0,6,2,17,0,0,0,1,7
case_128,mentoredDec0p37,mentored_dec (α=0.37),1063,32,7,1,0,0,2,1,4,0,0,0,0,1
case_128,rFuzzy0p3,r_fuzzy (α=0.3),3269,613,78,20,17,0,12,18,31,3,0,4,3,10
case_128,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2438,387,34,0,10,0,6,6,12,0,0,0,0,0
case_128,specCascOpt0p05,spec_casc_opt (α=0.05),1169,117,17,3,2,0,6,2,7,0,0,1,0,2
case_128,specCascTok0p3,spec_casc_tok (α=0.3),974,19,11,0,1,0,3,1,6,0,0,0,0,0
case_128,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),974,19,11,0,1,0,3,1,6,0,0,0,0,0
case_128,strict,strict,726,0,4,0,0,0,2,0,2,0,0,0,0,0
case_129,cactus0p25,cactus (α=0.25),675,106,6,2,1,0,2,0,3,1,0,0,0,1
case_129,mentoredDec0p37,mentored_dec (α=0.37),832,42,8,1,1,0,5,0,2,0,0,1,0,0
case_129,rFuzzy0p3,r_fuzzy (α=0.3),982,135,23,5,4,0,3,5,11,1,0,0,1,3
case_129,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),791,123,7,0,2,0,1,1,3,0,0,0,0,0
case_129,specCascOpt0p05,spec_casc_opt (α=0.05),1677,193,24,6,2,0,5,0,17,0,0,0,0,6
case_129,specCascTok0p3,spec_casc_tok (α=0.3),672,16,3,0,0,0,2,0,1,0,0,0,0,0
case_129,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),672,16,3,0,0,0,2,0,1,0,0,0,0,0
case_129,strict,strict,777,0,4,0,0,0,1,1,2,0,0,0,0,0
case_130,cactus0p25,cactus (α=0.25),4668,861,55,16,3,0,7,8,37,1,0,2,3,10
case_130,mentoredDec0p37,mentored_dec (α=0.37),3036,183,46,2,3,0,11,0,32,0,0,2,0,0
case_130,rFuzzy0p3,r_fuzzy (α=0.3),7915,1818,141,27,15,0,13,17,96,2,0,2,3,20
case_130,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),4846,903,55,0,8,0,12,7,28,0,0,0,0,0
case_130,specCascOpt0p05,spec_casc_opt (α=0.05),5273,715,78,10,7,0,9,5,57,3,0,2,1,4
case_130,specCascTok0p3,spec_casc_tok (α=0.3),4066,136,60,1,4,0,7,4,45,0,0,0,0,1
case_130,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),4572,154,80,0,3,0,12,4,61,0,0,0,0,0
case_130,strict,strict,9003,0,149,0,10,0,22,15,102,0,0,0,0,0
case_131,cactus0p25,cactus (α=0.25),4975,1089,117,34,11,2,16,10,78,3,1,2,3,25
case_131,mentoredDec0p37,mentored_dec (α=0.37),4206,243,62,12,5,0,11,1,45,1,0,0,0,11
case_131,rFuzzy0p3,r_fuzzy (α=0.3),3912,620,97,23,28,0,21,9,39,1,0,8,2,12
case_131,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),4119,760,87,0,17,0,19,5,46,0,0,0,0,0
case_131,specCascOpt0p05,spec_casc_opt (α=0.05),4567,569,84,14,13,0,14,7,50,3,0,0,2,9
case_131,specCascTok0p3,spec_casc_tok (α=0.3),3189,109,43,2,5,0,8,3,27,0,0,0,0,2
case_131,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),2211,57,31,0,2,0,10,2,17,0,0,0,0,0
case_131,strict,strict,4938,0,87,0,13,1,22,4,47,0,0,0,0,0
case_132,cactus0p25,cactus (α=0.25),405,43,5,0,0,0,3,0,2,0,0,0,0,0
case_132,mentoredDec0p37,mentored_dec (α=0.37),724,35,6,1,0,0,0,0,6,0,0,0,0,1
case_132,rFuzzy0p3,r_fuzzy (α=0.3),1361,215,31,10,4,0,5,5,17,1,0,0,0,9
case_132,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),531,83,9,0,1,0,0,2,6,0,0,0,0,0
case_132,specCascOpt0p05,spec_casc_opt (α=0.05),612,54,7,1,0,0,2,0,5,0,0,0,0,1
case_132,specCascTok0p3,spec_casc_tok (α=0.3),341,8,5,0,0,0,2,0,3,0,0,0,0,0
case_132,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),481,12,9,0,0,0,3,0,6,0,0,0,0,0
case_132,strict,strict,412,0,9,0,0,0,3,0,6,0,0,0,0,0
case_133,cactus0p25,cactus (α=0.25),9003,2210,243,57,33,1,64,33,112,9,0,12,6,30
case_133,mentoredDec0p37,mentored_dec (α=0.37),2700,139,40,3,5,0,11,6,18,0,0,0,0,3
case_133,rFuzzy0p3,r_fuzzy (α=0.3),9007,2202,294,67,53,1,77,33,130,15,0,14,7,31
case_133,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),5661,1146,125,0,32,1,27,26,39,0,0,0,0,0
case_133,specCascOpt0p05,spec_casc_opt (α=0.05),8471,1291,210,25,47,0,31,53,79,7,0,4,3,11
case_133,specCascTok0p3,spec_casc_tok (α=0.3),3593,113,58,2,7,0,9,10,32,0,0,0,0,2
case_133,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),4842,148,78,0,9,0,17,15,37,0,0,0,0,0
case_133,strict,strict,4755,0,105,0,11,0,22,21,51,0,0,0,0,0
case_134,cactus0p25,cactus (α=0.25),823,104,8,4,2,0,2,1,3,1,0,0,0,3
case_134,mentoredDec0p37,mentored_dec (α=0.37),638,22,4,1,1,0,1,0,2,1,0,0,0,0
case_134,rFuzzy0p3,r_fuzzy (α=0.3),1913,330,58,22,15,2,17,10,14,4,2,8,3,5
case_134,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),959,142,8,0,1,0,0,1,6,0,0,0,0,0
case_134,specCascOpt0p05,spec_casc_opt (α=0.05),698,54,5,1,0,0,2,1,2,0,0,0,0,1
case_134,specCascTok0p3,spec_casc_tok (α=0.3),551,15,4,0,0,0,1,2,1,0,0,0,0,0
case_134,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),618,14,5,0,0,0,1,2,2,0,0,0,0,0
case_134,strict,strict,581,0,4,0,1,0,2,0,1,0,0,0,0,0
case_135,cactus0p25,cactus (α=0.25),5975,1216,166,35,13,3,21,14,115,1,3,4,3,24
case_135,mentoredDec0p37,mentored_dec (α=0.37),957,55,17,1,1,0,5,2,9,0,0,1,0,0
case_135,rFuzzy0p3,r_fuzzy (α=0.3),6509,1319,207,38,28,3,30,16,130,5,0,4,3,26
case_135,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),3645,688,82,0,12,2,8,14,46,0,0,0,0,0
case_135,specCascOpt0p05,spec_casc_opt (α=0.05),8993,1332,257,26,32,2,25,42,156,2,1,2,2,19
case_135,specCascTok0p3,spec_casc_tok (α=0.3),1803,69,34,2,1,0,4,4,25,0,0,0,0,2
case_135,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),2187,60,38,0,0,0,2,3,33,0,0,0,0,0
case_135,strict,strict,1439,0,22,0,1,0,5,2,14,0,0,0,0,0
case_136,cactus0p25,cactus (α=0.25),905,136,11,2,3,0,2,2,4,0,0,1,1,0
case_136,mentoredDec0p37,mentored_dec (α=0.37),702,32,7,0,1,0,2,1,3,0,0,0,0,0
case_136,rFuzzy0p3,r_fuzzy (α=0.3),1079,183,19,7,4,0,6,2,7,0,0,4,1,2
case_136,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1107,180,16,0,4,0,2,5,5,0,0,0,0,0
case_136,specCascOpt0p05,spec_casc_opt (α=0.05),1094,85,15,2,3,0,3,3,6,1,0,0,0,1
case_136,specCascTok0p3,spec_casc_tok (α=0.3),801,23,6,2,1,0,2,0,3,0,0,1,0,1
case_136,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),913,29,8,0,1,0,3,0,4,0,0,0,0,0
case_136,strict,strict,712,0,8,0,1,0,5,0,2,0,0,0,0,0
case_137,cactus0p25,cactus (α=0.25),1115,175,15,3,1,0,5,0,9,0,0,2,0,1
case_137,mentoredDec0p37,mentored_dec (α=0.37),968,50,14,1,0,0,2,1,11,0,0,0,1,0
case_137,rFuzzy0p3,r_fuzzy (α=0.3),2045,297,28,8,2,0,3,3,20,1,0,0,1,6
case_137,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1029,136,7,0,1,0,1,2,3,0,0,0,0,0
case_137,specCascOpt0p05,spec_casc_opt (α=0.05),1457,142,17,0,3,0,2,1,11,0,0,0,0,0
case_137,specCascTok0p3,spec_casc_tok (α=0.3),700,14,12,1,0,0,4,0,8,0,0,0,0,1
case_137,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),740,12,10,0,0,0,2,0,8,0,0,0,0,0
case_137,strict,strict,612,0,2,0,0,0,0,0,2,0,0,0,0,0
case_138,cactus0p25,cactus (α=0.25),1603,310,31,13,1,0,3,3,24,1,0,1,1,10
case_138,mentoredDec0p37,mentored_dec (α=0.37),826,39,7,0,0,0,1,0,6,0,0,0,0,0
case_138,rFuzzy0p3,r_fuzzy (α=0.3),1897,378,44,16,2,0,4,2,36,1,0,2,1,12
case_138,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2332,426,37,0,4,0,2,4,27,0,0,0,0,0
case_138,specCascOpt0p05,spec_casc_opt (α=0.05),2084,282,37,11,3,0,3,3,28,2,0,0,1,8
case_138,specCascTok0p3,spec_casc_tok (α=0.3),2487,82,21,1,0,0,1,0,20,0,0,0,0,1
case_138,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1089,33,14,0,0,0,0,0,14,0,0,0,0,0
case_138,strict,strict,947,0,6,0,0,1,0,0,5,0,0,0,0,0
case_139,cactus0p25,cactus (α=0.25),1714,290,35,11,3,0,7,1,24,3,0,4,1,3
case_139,mentoredDec0p37,mentored_dec (α=0.37),599,24,1,0,0,0,0,0,1,0,0,0,0,0
case_139,rFuzzy0p3,r_fuzzy (α=0.3),2175,389,58,14,18,1,8,9,22,3,1,2,3,5
case_139,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1323,223,19,0,6,0,1,1,11,0,0,0,0,0
case_139,specCascOpt0p05,spec_casc_opt (α=0.05),974,115,15,2,3,0,1,2,9,1,0,0,1,0
case_139,specCascTok0p3,spec_casc_tok (α=0.3),551,15,5,0,0,0,3,0,2,0,0,0,0,0
case_139,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),551,15,5,0,0,0,3,0,2,0,0,0,0,0
case_139,strict,strict,786,0,13,0,0,0,3,0,10,0,0,0,0,0
case_140,cactus0p25,cactus (α=0.25),693,95,10,1,0,0,1,0,9,0,0,0,0,1
case_140,mentoredDec0p37,mentored_dec (α=0.37),654,21,4,0,0,0,0,0,4,0,0,0,0,0
case_140,rFuzzy0p3,r_fuzzy (α=0.3),888,130,10,0,1,0,3,1,5,0,0,0,0,0
case_140,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),888,130,10,0,1,0,3,1,5,0,0,0,0,0
case_140,specCascOpt0p05,spec_casc_opt (α=0.05),1244,143,19,3,3,0,6,2,8,0,0,0,0,3
case_140,specCascTok0p3,spec_casc_tok (α=0.3),636,13,9,1,0,0,2,1,6,0,0,0,0,1
case_140,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),613,13,8,0,0,0,2,1,5,0,0,0,0,0
case_140,strict,strict,675,0,5,0,0,0,3,0,2,0,0,0,0,0
case_141,cactus0p25,cactus (α=0.25),4924,1137,128,33,27,2,16,21,62,8,1,5,8,11
case_141,mentoredDec0p37,mentored_dec (α=0.37),1863,124,28,3,6,0,3,7,12,1,0,1,0,1
case_141,rFuzzy0p3,r_fuzzy (α=0.3),1682,320,34,10,1,1,5,7,20,0,0,3,3,4
case_141,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),2381,469,49,0,6,1,6,1,35,0,0,0,0,0
case_141,specCascOpt0p05,spec_casc_opt (α=0.05),4097,344,34,9,6,0,2,6,20,3,0,0,3,3
case_141,specCascTok0p3,spec_casc_tok (α=0.3),986,42,15,2,1,0,4,1,9,0,0,1,0,1
case_141,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),653,27,7,0,0,0,1,0,6,0,0,0,0,0
case_141,strict,strict,889,0,9,0,0,0,3,0,6,0,0,0,0,0
case_142,cactus0p25,cactus (α=0.25),1039,187,13,2,0,0,5,0,8,0,0,2,0,0
case_142,mentoredDec0p37,mentored_dec (α=0.37),1171,67,11,1,0,0,2,0,9,0,0,0,0,1
case_142,rFuzzy0p3,r_fuzzy (α=0.3),1059,169,24,4,1,0,4,2,17,0,0,1,1,2
case_142,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1175,191,12,0,1,0,5,1,5,0,0,0,0,0
case_142,specCascOpt0p05,spec_casc_opt (α=0.05),1001,107,8,1,0,0,2,1,5,0,0,0,0,1
case_142,specCascTok0p3,spec_casc_tok (α=0.3),671,12,5,1,0,0,2,0,3,0,0,1,0,0
case_142,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),680,10,5,0,0,0,2,0,3,0,0,0,0,0
case_142,strict,strict,752,0,7,0,0,0,3,0,4,0,0,0,0,0
case_143,cactus0p25,cactus (α=0.25),1432,222,17,5,2,0,5,1,9,0,0,2,0,3
case_143,mentoredDec0p37,mentored_dec (α=0.37),1022,51,9,1,1,0,4,0,4,1,0,0,0,0
case_143,rFuzzy0p3,r_fuzzy (α=0.3),2416,418,59,16,12,0,17,4,26,3,0,4,2,7
case_143,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1112,105,11,0,3,0,4,0,4,0,0,0,0,0
case_143,specCascOpt0p05,spec_casc_opt (α=0.05),1186,112,19,2,7,0,5,1,6,1,0,1,0,0
case_143,specCascTok0p3,spec_casc_tok (α=0.3),491,15,4,0,0,0,2,0,2,0,0,0,0,0
case_143,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),981,17,6,0,0,0,1,0,5,0,0,0,0,0
case_143,strict,strict,2144,0,45,0,6,0,15,2,22,0,0,0,0,0
case_144,cactus0p25,cactus (α=0.25),1350,195,13,3,0,0,1,4,8,0,0,0,0,3
case_144,mentoredDec0p37,mentored_dec (α=0.37),594,17,5,0,0,0,2,0,3,0,0,0,0,0
case_144,rFuzzy0p3,r_fuzzy (α=0.3),1123,211,18,6,3,1,6,2,6,1,0,1,1,3
case_144,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1366,167,11,0,2,1,4,2,2,0,0,0,0,0
case_144,specCascOpt0p05,spec_casc_opt (α=0.05),573,46,3,1,0,0,1,1,1,0,0,0,1,0
case_144,specCascTok0p3,spec_casc_tok (α=0.3),623,8,6,0,0,0,1,0,5,0,0,0,0,0
case_144,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),623,8,6,0,0,0,1,0,5,0,0,0,0,0
case_144,strict,strict,723,0,1,0,0,0,0,0,1,0,0,0,0,0
case_145,cactus0p25,cactus (α=0.25),1462,248,22,3,2,0,4,3,13,1,0,0,1,1
case_145,mentoredDec0p37,mentored_dec (α=0.37),1059,44,9,0,0,0,1,0,8,0,0,0,0,0
case_145,rFuzzy0p3,r_fuzzy (α=0.3),1563,256,45,13,15,0,7,10,13,4,0,1,2,6
case_145,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1053,183,23,0,5,0,1,7,10,0,0,0,0,0
case_145,specCascOpt0p05,spec_casc_opt (α=0.05),1243,92,12,0,1,0,0,1,10,0,0,0,0,0
case_145,specCascTok0p3,spec_casc_tok (α=0.3),848,26,10,1,0,0,4,0,6,0,0,1,0,0
case_145,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),749,21,7,0,0,0,2,0,5,0,0,0,0,0
case_145,strict,strict,630,0,11,0,1,0,2,0,8,0,0,0,0,0
case_146,cactus0p25,cactus (α=0.25),7321,1570,250,60,31,2,54,19,144,7,0,12,5,36
case_146,mentoredDec0p37,mentored_dec (α=0.37),5597,317,148,18,14,0,45,3,86,1,0,6,0,11
case_146,rFuzzy0p3,r_fuzzy (α=0.3),5828,1224,214,66,34,1,54,24,101,13,1,20,4,28
case_146,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),7646,1494,211,0,42,3,52,30,84,0,0,0,0,0
case_146,specCascOpt0p05,spec_casc_opt (α=0.05),2596,297,83,13,8,0,19,12,44,2,0,3,3,5
case_146,specCascTok0p3,spec_casc_tok (α=0.3),8221,252,234,5,25,1,53,10,145,1,0,1,0,3
case_146,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),3366,94,87,0,9,2,26,1,49,0,0,0,0,0
case_146,strict,strict,3105,0,90,0,3,1,33,1,52,0,0,0,0,0
case_147,cactus0p25,cactus (α=0.25),1273,215,13,5,0,0,1,4,8,0,0,0,3,2
case_147,mentoredDec0p37,mentored_dec (α=0.37),1258,71,17,3,0,0,1,0,16,0,0,0,0,3
case_147,rFuzzy0p3,r_fuzzy (α=0.3),1599,319,41,12,5,0,4,8,24,1,0,2,1,8
case_147,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),827,138,5,0,1,0,2,0,2,0,0,0,0,0
case_147,specCascOpt0p05,spec_casc_opt (α=0.05),1853,165,27,4,3,0,4,3,17,0,0,0,0,4
case_147,specCascTok0p3,spec_casc_tok (α=0.3),1328,35,19,1,0,0,2,2,15,0,0,0,0,1
case_147,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),806,21,13,0,0,0,2,0,11,0,0,0,0,0
case_147,strict,strict,710,0,7,0,0,0,1,0,6,0,0,0,0,0
case_148,cactus0p25,cactus (α=0.25),1666,189,21,4,3,0,9,2,7,1,0,1,0,2
case_148,mentoredDec0p37,mentored_dec (α=0.37),1563,65,9,0,1,0,5,1,2,0,0,0,0,0
case_148,rFuzzy0p3,r_fuzzy (α=0.3),6876,1126,173,32,46,1,67,19,40,5,0,14,7,6
case_148,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),4046,645,72,0,24,0,23,12,13,0,0,0,0,0
case_148,specCascOpt0p05,spec_casc_opt (α=0.05),3177,321,57,7,20,0,25,5,7,1,0,3,1,2
case_148,specCascTok0p3,spec_casc_tok (α=0.3),1712,40,12,1,2,0,6,2,2,0,0,1,0,0
case_148,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1929,48,24,0,4,0,11,2,7,0,0,0,0,0
case_148,strict,strict,2006,0,17,0,3,0,8,2,4,0,0,0,0,0
case_149,cactus0p25,cactus (α=0.25),2820,504,48,9,5,0,14,7,22,2,0,0,2,5
case_149,mentoredDec0p37,mentored_dec (α=0.37),934,42,5,0,0,0,3,0,2,0,0,0,0,0
case_149,rFuzzy0p3,r_fuzzy (α=0.3),3173,528,85,21,26,0,15,13,31,2,0,2,6,11
case_149,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1763,272,14,0,2,0,2,5,5,0,0,0,0,0
case_149,specCascOpt0p05,spec_casc_opt (α=0.05),1431,144,30,4,6,0,6,4,14,1,0,0,1,2
case_149,specCascTok0p3,spec_casc_tok (α=0.3),865,26,4,1,0,0,1,0,3,0,0,0,0,1
case_149,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1011,28,4,0,0,0,1,0,3,0,0,0,0,0
case_149,strict,strict,1358,0,10,0,0,0,3,0,7,0,0,0,0,0
case_150,cactus0p25,cactus (α=0.25),532,78,4,0,0,0,1,0,3,0,0,0,0,0
case_150,mentoredDec0p37,mentored_dec (α=0.37),801,49,16,1,1,0,2,0,13,0,0,0,0,1
case_150,rFuzzy0p3,r_fuzzy (α=0.3),726,123,11,2,2,0,1,1,7,0,0,0,1,1
case_150,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),735,120,6,0,2,0,0,0,4,0,0,0,0,0
case_150,specCascOpt0p05,spec_casc_opt (α=0.05),965,112,15,1,3,0,4,3,5,0,0,1,0,0
case_150,specCascTok0p3,spec_casc_tok (α=0.3),612,21,7,2,1,0,1,0,5,1,0,0,0,1
case_150,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),534,15,7,0,0,0,2,1,4,0,0,0,0,0
case_150,strict,strict,604,0,6,0,1,0,1,0,4,0,0,0,0,0
case_151,cactus0p25,cactus (α=0.25),478,53,6,2,0,0,1,0,5,0,0,0,0,2
case_151,mentoredDec0p37,mentored_dec (α=0.37),504,14,5,0,0,0,2,0,3,0,0,0,0,0
case_151,rFuzzy0p3,r_fuzzy (α=0.3),692,115,6,3,0,0,1,0,5,0,0,0,0,3
case_151,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),440,56,2,0,0,0,0,0,2,0,0,0,0,0
case_151,specCascOpt0p05,spec_casc_opt (α=0.05),645,52,2,0,0,0,1,0,1,0,0,0,0,0
case_151,specCascTok0p3,spec_casc_tok (α=0.3),638,11,2,0,0,0,2,0,0,0,0,0,0,0
case_151,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),526,7,5,0,0,0,1,0,4,0,0,0,0,0
case_151,strict,strict,528,0,2,0,0,0,1,0,1,0,0,0,0,0
case_152,cactus0p25,cactus (α=0.25),832,119,20,5,1,0,4,1,14,0,0,2,1,2
case_152,mentoredDec0p37,mentored_dec (α=0.37),1044,53,24,3,4,0,2,0,18,1,0,1,0,1
case_152,rFuzzy0p3,r_fuzzy (α=0.3),1853,355,51,11,9,0,6,2,34,0,0,2,1,8
case_152,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1101,201,21,0,3,1,3,6,8,0,0,0,0,0
case_152,specCascOpt0p05,spec_casc_opt (α=0.05),1081,96,21,1,2,0,4,2,13,0,0,0,0,1
case_152,specCascTok0p3,spec_casc_tok (α=0.3),767,21,15,0,1,0,1,0,13,0,0,0,0,0
case_152,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),657,18,15,0,1,0,1,0,13,0,0,0,0,0
case_152,strict,strict,1336,0,30,0,2,0,4,1,23,0,0,0,0,0
case_153,cactus0p25,cactus (α=0.25),371,69,3,1,0,0,1,0,2,0,0,0,0,1
case_153,mentoredDec0p37,mentored_dec (α=0.37),564,23,4,0,0,0,1,0,3,0,0,0,0,0
case_153,rFuzzy0p3,r_fuzzy (α=0.3),763,127,11,4,3,0,3,2,3,1,0,1,0,2
case_153,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),955,138,18,0,9,0,3,3,3,0,0,0,0,0
